NURSE_01_A_Q3_003,"You don't end up here for cursing, my dear. You must have done something fucked up, and I'm not talking about sucking off your boss","Una no acaba aquí por decir palabrotas, mi vida. Tienes que haber hecho algo jodido, y no hablo de chupársela a tu jefe",,,,,,
NURSE_01_A_Q3_004,"You must have killed someone, am I wrong?","Te tienes que haber cargado a alguien, ¿o me equivoco?",,,,,,
NURSE_01_B_Q1,…,…,,,,,,
NURSE_01_B_Q1_001,"Don't worry, sweetheart. If you're here, you've already got what you deserve","No te preocupes, corazón. Si estás aquí, ya tienes lo que te mereces",,,,,,
NURSE_01_B_Q1_002,Just like everyone else,Igual que todos,,,,,,
NURSE_01_B_Q1_003,Now it's time to shut up and work,Ahora toca callarse y trabajar,,,,,,
NURSE_01_A_Q4,What job are you talking about?,¿De qué trabajo hablas?,,,,,,
NURSE_01_A_Q4_001,"Well, your job, darling. You're a nurse, aren't you? Same as me, darling","Pues de tu trabajo, cariño. Eres enfermera, ¿o no? Igual que yo, preciosa",,,,,,
NURSE_01_A_Q4_002,"We look after the sick and the elderly, things like that? except when we don't, right?","Cuidamos de los enfermos y de los ancianos, cosas así... salvo cuando no lo hacemos, ¿verdad?",,,,,,
NURSE_01_A_Q4_003,... He he he...,... je je je...,,,,,,
NURSE_01_A_Q4_004,"Anyway, your job will be to look after the inmates, and mine to supervise you","En fin, tu trabajo va a ser cuidar de los internos, y el mio supervisarte",,,,,,
NURSE_01_A_Q4_005,"Don't look at me like that, sweetheart, you're the new one","No me mires así, corazón, eres la nueva",,,,,,
NURSE_01_B_Q2,What do I have to do?,¿Qué tengo que hacer?,,,,,,
NURSE_01_B_Q2_001,"Nothing complicated, my love","Nada complicado, mi amor",,,,,,
NURSE_01_B_Q2_002,You'll bring the inmates their medicine every day; that's the most important thing. Make sure they all take it...,"Le llevarás sus medicinas a los internos todos los días, eso es lo más importante. Asegúrate de que todos las toman…",,,,,,
NURSE_01_B_Q2_003,I'll supply them; you can collect them here every morning. Bring back the bottle before you go to bed,"Yo te las suministraré, podrás recogerlas aquí mismo todas las mañanas. Devuélveme el bote antes de echarte",,,,,,
NURSE_01_B_Q2_004,"All the inmates must take them, or things will get tense very quickly...","Todos los internos deben tomarlas, o la cosa se pondrá tensa rápidamente...",,,,,,
NURSE_01_B_Q2_005,"Other than that, you can do whatever you like","Por lo demás, puedes hacer lo que quieras",,,,,,
NURSE_01_B_Q2_006,"You can pamper them or you can fuck them, I don't care","Puedes mimarlos o puedes follártelos, a mi me da igual",,,,,,
NURSE_01_B_Q2_007,"Oh, and most important... Make sure that when you go to sleep, all the lights are off...","Oh, y lo más importante... Asegúrate de que cuando te vayas a dormir, todas las luces están apagadas...",,,,,,
NURSE_01_B_Q2_008,Don't make me go out at night to turn them off...,No me hagas salir a mi de noche a apagarlas...,,,,,,
NURSE_01_B_Q2_009,The nights here are especially…,Aquí las noches son especialmente…,,,,,,
NURSE_01_B_Q2_010,... Unpleasant,...Desagradables,,,,,,
NURSE_01_B_Q3,What happens at night?,¿Qué pasa por las noches?,,,,,,
NURSE_01_B_Q3_001,…,…,,,,,,
NURSE_01_B_Q3_002,At night...,Por las noches…,,,,,,
NURSE_01_B_Q3_003,... He comes out to prowl...,… Él sale a merodear…,,,,,,
NURSE_01_C_Q1,Him?,¿Él?,,,,,,
NURSE_01_C_Q1_001,"Yes, him...","Sí, él…",,,,,,
NURSE_01_C_Q1_002,Mr. Frank,El señor Frank,,,,,,
NURSE_01_C_Q1_003,"I don't know anything about him; he's not an inmate, but he came with them, so those lowlifes will know who he is","No sé nada de él, no es un interno, pero vino con ellos, así que esa gentuza sabrá quién es",,,,,,
NURSE_01_C_Q1_004,Ask them,Pregúntale a ellos,,,,,,
NURSE_01_B_Q4,But... There's not a single window here... Is it night now?,Pero... Aquí no hay una sola ventana… ¿Es de noche ahora?,,,,,,
NURSE_01_B_Q4_001,"No, my love, it's not night now","No, mi amor, ahora no es de noche",,,,,,
NURSE_01_B_Q4_002,"You'll know when it's night... Because you'll know, believe me","Sabrás cuando es de noche... Porque lo sabrás, créeme",,,,,,
NURSE_01_B_Q4_003,"Here, days and nights pass in strange ways...",Aquí los días y las noches pasan de manera extraña...,,,,,,
NURSE_01_B_Q4_004,You'll just feel the fatigue in your body when it approaches,Simplemente notarás el cansancio en tu cuerpo cuando se acerque,,,,,,
NURSE_01_B_Q4_005,When you've finished your tasks you can go rest; your room is the yellow door at the back to my right,"Cuando hayas acabado tus tareas puedes ir a echarte, tu habitación es la puerta amarilla al fondo a mi derecha",,,,,,
NURSE_01_B_Q4_006,"Try not to push how long you're awake, or you'll start to waste away little by little...","Intenta no forzar mucho el tiempo que estás despierta, o te empezarás a consumir poco a poco…",,,,,,
NURSE_01_B_Q4_007,I'll tell you a secret: you and I can't... You know... Die here. But if you lose your mind...,"Te contaré un secreto, tu y yo no podemos... Ya sabes... Morir aquí. Pero si pierdes la cabeza…",,,,,,
NURSE_01_B_Q4_008,"Oh, my friend! there are things worse than death","¡Ay, amiga! Hay cosas peores que la muerte",,,,,,
NURSE_01_B_Q5,How long do we have to be here?,¿Hasta cuándo tenemos que estar aquí?,,,,,,
NURSE_01_B_Q5_001,"Oh, my love! You really are in shock","¡Ay, mi amor! Sí que estás en shock",,,,,,
NURSE_01_B_Q5_002,"Tell me something, darling: does this seem like a place you leave whenever you want?","Dime una cosa, preciosa, ¿a ti te parece que este sea un sitio del que te vas cuando quieras?",,,,,,
NURSE_01_B_Q5_003,"Don't get me wrong, you can earn the possibility of escape, but it won't be the easiest thing in the world","No me malinterpretes, puedes ganarte la posibilidad de escapar, pero no va a ser lo más fácil del mundo",,,,,,
NURSE_01_B_Q5_004,And I can't promise you'll go somewhere better...,Y no te aseguro que vayas a irte a un sitio mejor...,,,,,,
NURSE_01_B_Q6,I should get to work...,Debería ponerme a trabajar…,,,,,,
NURSE_01_B_Q6_001,"Yes you should, my love","Si que deberías, mi amor",,,,,,
NURSE_01_B_Q6_002,"But for today everything is done... You should rest, I'll clean up all this mess","Pero por hoy ya está todo hecho… Deberías descansar, yo limpiaré todo este desorden",,,,,,
NURSE_01_B_Q6_003,You'll start tomorrow,Ya empezarás mañana,,,,,,
NURSE_01_B_Q6_004,"Oh, and before you go...","Oh, y antes de que te vayas…",,,,,,
NURSE_01_B_Q6_005,If for whatever reason you need to leave your room at night...,Si por lo que sea necesitas salir de tu habitación de noche...,,,,,,
NURSE_01_B_Q6_006,I'll leave something here on the counter...,Te dejaré una cosa aquí en el mostrador…,,,,,,
NURSE_01_B_Q6_007,Something as cute as you needs something to protect itself with,Una cosita tan mona como tú necesita algo que con lo que protegerse…,,,,,,
NURSE_01_B_Q6_008,But make sure to return it to me before you go to bed,"Eso sí, asegurate de devolvérmelo antes de irte a dormir",,,,,,
NURSE_01_B_Q6_009,"That's all, pretty eyes. Go rest","Eso es todo, ojos bonitos. Ve a descansar…",,,,,,
NURSE_01_B_Q6_010,... He he he...,… Je je je…,,,,,,
nurse_intro_neg_001,"Well, look who's here...","Vaya, mira quién está por aquí...",,,,,,
nurse_intro_neg_002,Did you get fucked in the ass last night?,¿Te han dado mucho por el culo esta noche?,,,,,,
nurse_intro_neg_003,Let's see if today you finally do what you're supposed to,A ver si hoy haces lo que tienes que hacer,,,,,,
nurse_intro_neu_001,"Good morning, sweetheart","Buenos días, corazón",,,,,,
nurse_intro_neu_002,Another day in paradise!,¡Otro día en el paraíso!,,,,,,
nurse_intro_pos_001,Hi,Hola,,,,,,
nurse_intro_pos_002,I'm so glad to see you still in one piece,Qué alegría ver que sigues entera,,,,,,
nurse_intro_pos_003,I hope you had a good night,Espero que hayas tenido buena noche,,,,,,
nurse_intro_override,"Hey, sweetheart. I thought I was clear about the lights...","Oye, guapa. Creí que había sido clara con lo de las luces...",,,,,,
nurse_nightfail_001,How did you sleep?,¿Cómo has pasado la noche?,,,,,,
nurse_nightfail_002_a,"You think you're funny, huh?","¿Qué te crees, muy graciosa?",,,,,,
nurse_nightfail_002_b,I had to go out and do your fucking job,He tenido que salir a hacer tu puto trabajo,,,,,,
nurse_nightfail_002_c,Luckily that beast didn't catch me...,Por suerte ese animal no me ha cogido...,,,,,,
nurse_nightfail_002_d,Don't let it happen again,Espero que no vuelva a ocurrir,,,,,,
nurse_night_neu_001,How did you sleep?,¿Cómo has pasado la noche?,,,,,,
nurse_night_neu_002,"Wonderfully, darling. Sleeping with the angels, just like everyone else!","Divinamente, preciosa. Durmiendo con los angelitos, ¡igual que todos!",,,,,,
nurse_night_pos_001,How did you sleep?,¿Cómo has pasado la noche?,,,,,,
nurse_night_pos_002_a,Well... Another night with almost no sleep...,"Bueno, otra noche casi sin dormir...",,,,,,
nurse_night_pos_002_b,I hope you slept better than me,Espero que tú lo hayas pasado mejor,,,,,,
nurse_night_pos_002_c,Are you feeling okay?,¿Te encuentras bien?,,,,,,
nurse_night_pos_002_d,"Please, be careful...","Por favor, ten cuidado...",,,,,,
nurse_night_pos_002_e,I wouldn't want anything to happen to you,No querría que te pasase nada,,,,,,
nurse_night_neg_001,How did you sleep?,¿Cómo has pasado la noche?,,,,,,
nurse_night_neg_002,"Oh, you worry about me? You really are an angel","Ay, pero si te preocupas por mí, si es que eres un ángel",,,,,,
nurse_night_neg_003_a,And you? How did you sleep?,"¿Y tú qué, qué tal has dormido?",,,,,,
nurse_night_neg_003_b,Haven't blown your brains out yet?,¿No te has pegado un tiro?,,,,,,
nurse_night_neg_003_c,Idiot...,Gilipollas...,,,,,,
nurse_pills_neu_001,I came for the pills,Vengo a por las pastillas,,,,,,
nurse_pills_neu_002,"Of course, sweetheart. Make sure everyone takes them...","Claro, corazón. Asegúrate de que todos la tomen...",,,,,,
nurse_pills_pos_001,I came for the pills,Vengo a por las pastillas,,,,,,
nurse_pills_pos_002,Here you go. Stay strong...,Aquí tienes. Ánimo...,,,,,,
nurse_pills_neg_001,I came for the pills,Vengo a por las pastillas,,,,,,
nurse_pills_neg_002,...,...,,,,,,
nurse_pillsdone_neu_001,"I'm done, here are the pills","Ya he terminado, aquí tienes las pastillas",,,,,,
nurse_pillsdone_neu_002,Great job! You're such a fine professional...,¡Qué gran trabajo! Eres una fantástica profesional...,,,,,,
nurse_pillsdone_neu_003_a,"Well done, darling","Bien hecho, guapa",,,,,,
nurse_pillsdone_neu_003_b,Great! maybe someday we'll have some time just for you and me,Genial... A ver cuándo tenemos algo de tiempo para ti y para mí...,,,,,,
nurse_pillsdone_neu_004_a,"Good. I hope you gave them to everyone? If not, they'll start taking it out on you...","Bien, espero que se la hayas dado a todos. Si no, empezarán a tomarla contigo...",,,,,,
nurse_pillsdone_neu_005,"Thanks, darling","Gracias, cariño",,,,,,
nurse_pillsdone_neg_001,"I'm done, here are the pills","Ya he terminado, aquí tienes las pastillas",,,,,,
nurse_pillsdone_neg_002,"Well, I hope you didn't screw things up this time. Clown...","Vaya, espero que no hayas liado nada esta vez. Payasa...",,,,,,
nurse_pillsdone_neg_003,...,...,,,,,,
nurse_pillsdone_neg_004,Fine. I hope you didn't swallow any yourself,"Muy bien, espero que no te hayas metido ninguna",,,,,,
nurse_pillsdone_neg_005,"What do you want, a fucking medal? Get lost already...","¿Qué quieres, un puto premio? Lárgate ya...",,,,,,
nurse_pillsdone_pos_001,"I'm done, here are the pills","Ya he terminado, aquí tienes las pastillas",,,,,,
nurse_pillsdone_pos_002,"Good, good... Not much left now...","Bien, bien... Ya falta poco...",,,,,,
nurse_pillsdone_pos_003,"Thanks, friend. I hope you didn't run into trouble...","Gracias, amiga... Espero que no hayas tenido problemas...",,,,,,
nurse_pillsdone_pos_004,Thank you. Now try to get some rest...,"Gracias, ahora intenta descansar un poco...",,,,,,
nurse_pillsdone_pos_005,"Great. Please, remember to turn off the lights...","Genial. Por favor, acuérdate de apagar las luces",,,,,,
nurse_shoot_001,What happens if... I shoot one of them?,¿Qué pasa si... Disparo a un interno?,,,,,,
nurse_shoot_002_a,"I told you, we can't die here... At least not that way",Ya te he dicho que no podemos morir aquí...,,,,,,
nurse_shoot_002_b,But the pain...,Pero el dolor...,,,,,,
nurse_shoot_002_c,"The pain is real, damn it","El dolor sí que se siente, joder",,,,,,
nurse_shoot_002_d,"You can't kill anyone, not even yourself, believe me...","No puedes matar a nadie, ni a ti misma, créeme...",,,,,,
nurse_shoot_002_e,But the pain...,Pero el dolor...,,,,,,
nurse_shoot_002_f,It'll get someone off you for a while...,Te quitará a alguien de encima un rato...,,,,,,
nurse_origin_001,How long have you been here?,¿Desde cuándo estás  aquí?,,,,,,
nurse_origin_002_a,I... I don't remember...,Yo... No lo recuerdo...,,,,,,
nurse_origin_002_b,"I remember the pills, the drinking, the guilt...","Recuerdo las pastillas, la bebida, la culpa...",,,,,,
nurse_origin_002_c,I remember their arms and legs... Torn apart...,"Recuerdo sus brazos y sus piernas, desmembrados...",,,,,,
nurse_origin_002_d,And then I remember the light...,Y luego recuerdo la luz...,,,,,,
nurse_origin_002_e,And a face... A face that turned away... That denied me...,Y un rostro... Un rostro... Que me negó... Renegó de mi...,,,,,,
nurse_escape_001,Do you think I'll be able to leave soon?,¿Crees que podré irme pronto?,,,,,,
nurse_escape_002_a,I don't know...,No lo sé,,,,,,
nurse_escape_002_b,There is... Some way,Hay... Alguna manera,,,,,,
nurse_escape_002_c,Me too... I also need to get out of here,Yo también... Yo también necesito salir de aquí,,,,,,
nurse_escape_002_d,Maybe I can take you with me...,Tal vez pueda llevarte conmigo...,,,,,,
nurse_escape_002_e,"Hold on just a little longer, please","Aguanta un poco más, por favor",,,,,,
nurse_escape_002_f,Don't let him catch you...,No dejes que él te coja...,,,,,,
nurse_skyler_001,What troubles you?,¿Qué te inquieta?,,,,,,
nurse_skyler_002_a,That girl... Skyler... I can't get her out of my head...,Esa chica... Skyler... No puedo sacármela de la cabeza...,,,,,,
nurse_skyler_002_b,And it's not what you think...,Y no es lo que piensas...,,,,,,
nurse_skyler_002_c,It's just that I feel... Like something doesn't fit...,Es solo que siento... Como si algo no encajase...,,,,,,
nurse_skyler_003,Do you want me to ask her?,¿Quieres que le pregunte?,,,,,,
nurse_skyler_004,"No... Honestly, I don't think she'll tell you anything...",No... La verdad es que no creo que te diga nada...,,,,,,
nurse_skyler_005,"There's a cabinet in her room, but it's locked...","Hay un archivador en su habitación, pero está cerrado...",,,,,,
nurse_skyler_006_a,"Yes, that's right... The cabinet...","Sí, es verdad... El archivador...",,,,,,
nurse_skyler_006_b,It's been so long since I've been in her room...,Hace tanto que no me paso por su habitación...,,,,,,
nurse_skyler_006_c,It always gave me a heaviness in my heart...,Siempre me dio una sensación de pesadez en el corazón...,,,,,,
nurse_skyler_006_d,But now that you're here...,Pero ahora que estás tú...,,,,,,
nurse_skyler_006_e,"Take this key, try to open it with that","Toma esta llave, intenta abrirlo con ella",,,,,,
nurse_doc_001,"Lynda, here it is...","Lynda, aquí está...",,,,,,
nurse_doc_002_a,Oh... No... Holy God... Holy Mother...,Oh... No... Santo Dios... Santa Madre...,,,,,,
nurse_doc_002_b,So that was it... That's how I know her...,Así que era eso... De ahí la conozco...,,,,,,
nurse_doc_002_c,And that's how you and I are connected... And... Him...,Y de ahí nos conocemos tú y yo... Y... Él...,,,,,,
nurse_doc_002_d,Now I remember... The pills... The dismemberment...,Ahora lo recuerdo... Las pastillas... El desmembramiento...,,,,,,
nurse_doc_002_e,That's why... That's why we're here...,Por eso... Por eso estamos aquí...,,,,,,
nurse_doc_003,What's wrong?,¿Qué te ocurre?,,,,,,
nurse_doc_004_a,I can't...,No puedo...,,,,,,
nurse_doc_004_b,I can't...,No puedo...,,,,,,
nurse_crucifix_001,This... Could this help you...,Esto... ¿Esto puede ayudarte?,,,,,,
nurse_crucifix_002_a,Why? Why are you bringing me this?,Yo... ¿Por qué me traes esto?,,,,,,
nurse_crucifix_002_b,I... I never before...,Yo... Nunca antes había...,,,,,,
nurse_crucifix_002_c,"Honestly, I don't think there's anything left for us...","La verdad, no creo que nos quede nada más...",,,,,,
nurse_crucifix_002_d,Thank you,Gracias.,,,,,,
nurse_nextday_001,Are you feeling better?,¿Estás mejor?,,,,,,
nurse_nextday_002_a,I... Yes... Thank you...,Yo... Sí... Gracias...,,,,,,
nurse_nextday_002_b,But... I need to ask you something,Pero... Tengo que pedirte algo,,,,,,
nurse_nextday_002_c,I... I can't look that girl in the eyes...,Yo... No puedo mirar a esa chica a los ojos...,,,,,,
nurse_nextday_002_d,And she doesn't seem to want to look at anyone...,Y tampoco parece que ella quiera mirar a nadie...,,,,,,
nurse_nextday_002_e,"Here, take this to her, please","Toma, llévale esto, por favor",,,,,,
nurse_letter_001,I already gave the letter to Skyler,Ya le entregué la carta a Skyler,,,,,,
nurse_letter_002_a,"Thank you... Really, thank you...","Gracias... De verdad, gracias...",,,,,,
nurse_letter_002_b,I don't know what I would have done without you here...,No sé qué habría hecho sin ti aquí...,,,,,,
nurse_letter_002_c,I think the time is coming...,Creo que ya se acerca la hora...,,,,,,
nurse_prep_001,Is everything alright?,¿Va todo bien?,,,,,,
nurse_prep_002_a,Yes... Yes... Listen...,Sí... Sí... Escucha...,,,,,,
nurse_prep_002_b,I think... We can leave this place now...,Creo... Que ya podemos irnos de aquí...,,,,,,
nurse_prep_002_c,I... I don't know what awaits us beyond...,Yo... No sé qué nos espera más allá...,,,,,,
nurse_prep_002_d,"But if you want to go, let me know","Pero si quieres partir, avísame",,,,,,
nurse_prep_003,Let's go,Vámonos,,,,,,
nurse_prep_004_a,Yes... Yes... Great...,Sí... Sí... Genial...,,,,,,
nurse_prep_004_b,Tonight... I'll wait for you at the door...,Esta noche... Te espero en la puerta...,,,,,,
nurse_prep_004_c,"Please, don't be late...","Por favor, no te retrases...",,,,,,
nurse_escape_001_a,Finally... You're finally here...,Por fin... Por fin estás aquí...,,,,,,
nurse_escape_002,It's time to go,Es hora de irnos,,,,,,
nurse_escape_003_a,Yes... It's time...,Sí... Es hora...,,,,,,
nurse_escape_003_b,Whatever happens now...,Pase lo que pase ahora...,,,,,,
nurse_escape_003_c,"Well, I don't know if we'll ever see each other again...","Bueno, no sé si volveremos a vernos...",,,,,,
nurse_escape_003_d,I just hope God has mercy on our filthy souls...,Solo espero que Dios se apiade de nuestras asquerosas almas...,,,,,,
nurse_bye,Good bye,Adiós,,,,,,
nurse_farewell_pos_001,"Take good care of yourself, please...","Cuídate mucho, por favor...",,,,,,
nurse_farewell_pos_002,"Be careful, you know where to find me if you need me...","Ten cuidado, ya sabes dónde estoy, por si me necesitas...",,,,,,
nurse_farewell_neu_001,"Goodbye, sweetheart!","¡Adiós, corazón!",,,,,,
nurse_farewell_neu_002,"Take care, gorgeous eyes!","¡Que vaya muy bien, ojazos!",,,,,,
nurse_farewell_neg_001,"Get lost, let's see if you don't screw it up again...","Lárgate, anda, a ver si no la jodes otra vez...",,,,,,
nurse_farewell_neg_002,"Try not to get too fucked in the ass tonight, will you? Bitch...","Intenta que no te den mucho por el culo, zorra...",,,,,,
give_tranq_pills_lynda,"I think you could use some rest too, Lynda (give tranquilizer pills)","Creo que a ti también te vendría bien un poco de descanso, Lynda (dar bote de tranquilizantes)",,,,,,
npc_thanks_lynda,"Thank you… I don’t usually accept things like this, but… I appreciate it","Gracias… No suelo aceptar estas cosas, pero… Lo aprecio",,,,,,
,,,,,,,,
GRANDPA_WELLCOME_A_01,"Well, well... What have we here?","Bueno, bueno... ¿Qué tenemos aquí?",,,,,,
GRANDPA_WELLCOME_A_02,So you're the new one. I'm sorry you have to be here,Pero si eres la nueva. Siento que tengas que estar aquí,,,,,,
GRANDPA_WELLCOME_A_03,I'm Jeremiah; it's a pleasure to meet you,"Yo soy Jeremías, es un placer conocerte",,,,,,
GRANDPA_WELLCOME_B,"Hello, hello... You're still around...","Hola, hola... Sigues por aquí…",,,,,,
GRANDPA_WELLCOME_C,"Hello, daughter, hello... My old heart is glad to see you?","Hola, hija, hola... Mi viejo corazón se alegra de verte…",,,,,,
GRANDPA_WELLCOME_D,"Hello, little one... Your company is like a ray of sunshine in the storm of my black heart","Hola, pequeña... Tu compañía es como un rayo de sol en la tormenta de mi negro corazón…",,,,,,
GRANDPA_WELLCOME_E,"Welcome, daughter... Please, don't be in a hurry","Bienvenida, hija... Por favor, no tengas prisa…",,,,,,
GRANDPA_WELLCOME_F,... ,…,,,,,,
GRANDPA_01_A_Q1,"Hello, Jeremas","Hola, Jeremías",,,,,,
GRANDPA_01_A_Q1_001,"It's a pleasure to meet you, daughter. We haven't seen a new face in these halls for a long time","Es un placer conocerte, hija. Llevábamos mucho tiempo sin ver ninguna cara nueva por estos pasillos",,,,,,
GRANDPA_01_A_Q2,Have you been here a long time?,¿Llevan mucho tiempo aquí?,,,,,,
GRANDPA_01_A_Q2_001,A long time... I don't know,Mucho tiempo... No lo sé,,,,,,
GRANDPA_01_A_Q2_002,I don't know if we've been here a week or an age,"No sé si llevamos una semana, o si llevamos una era",,,,,,
GRANDPA_01_A_Q2_003,It's... It's strange,Es... Es extraño,,,,,,
GRANDPA_01_A_Q2_004,There's nothing else to do here... But amuse yourself,Aquí no hay nada más que hacer... Que distraerse a uno mismo…,,,,,,
GRANDPA_01_A_Q2_005,"It's comfortable, at least","Es cómodo, al menos…",,,,,,
GRANDPA_01_A_Q3,Who is here with you?,¿Quién hay aquí con usted?,,,,,,
GRANDPA_01_A_Q3_001,...,…,,,,,,
GRANDPA_01_A_Q3_002,Here?,Aquí…,,,,,,
GRANDPA_01_A_Q3_003,Everyone is here,Aquí están todos…,,,,,,
GRANDPA_01_A_Q3_004,"I was supposed to be... I was... Their father, you know?","Yo debía ser... Yo era... Su padre, ¿sabes?",,,,,,
GRANDPA_01_A_Q3_005,My family...,Mi familia…,,,,,,
GRANDPA_01_A_Q3_006,On this floor stay my daughter and my daughter-in-law,En este piso se alojan mi hija y mi nuera,,,,,,
GRANDPA_01_A_Q3_007,"Upstairs are my grandchildren, Skyler and Tomy. Please take very good care of them both","Arriba están mis nietos, Skyler y Tomy. Por favor, cuida muy bien de ellos dos",,,,,,
GRANDPA_01_A_Q3_008,They are all I have left of him,Son todo lo que me queda de él…,,,,,,
GRANDPA_01_A_Q3_009,As for those women... I don't want to talk about it,Respecto a esas mujeres... No quiero hablar del tema…,,,,,,
GRANDPA_01_A_Q3_010,"There's also Thomas... He was a hero to our family, you know?","También está Thomas... Él fue un héroe para nuestra familia, ¿sabes?",,,,,,
GRANDPA_01_A_Q4,Who is your daughter?,¿Quién es su hija?,,,,,,
GRANDPA_01_A_Q4_001,"My daughter... Amelia... We named her after my mother, you know?","Mi hija... Amelia... Le pusimos el nombre de mi madre, ¿sabes?",,,,,,
GRANDPA_01_A_Q4_002,"When she was born, my Rose Mary... that's when we lost her","Cuando nació, mi Rose Mary... Fue cuando la perdimos",,,,,,
GRANDPA_01_A_Q4_003,"Actually she doesn't look at all like her mother, may she rest in peace... But I can't blame her?","En realidad no se parece en nada a su madre, que en paz descanse... Pero no la puedo culpar…",,,,,,
GRANDPA_01_A_Q4_004,I was left alone with her,Me quedé yo solo con ella…,,,,,,
GRANDPA_01_A_Q4_005,My mother-in-law had to take care of the home until Amelia was older,Mi suegra tuvo que encargarse del hogar hasta que Amelia fue mayor,,,,,,
GRANDPA_01_A_Q4_006,It was very difficult... It was heartbreaking... But they carried on... My children...,Fue muy complicado... Fue desgarrador... Pero salieron adelante... Mis hijos…,,,,,,
GRANDPA_01_A_Q5,Who is your daughter-in-law?,¿Quién es su nuera?,,,,,,
GRANDPA_01_A_Q5_001,That woman... Sarah. I remember when they got engaged,Esa mujer... Sarah. Recuerdo cuando se prometieron…,,,,,,
GRANDPA_01_A_Q5_002,Tobias smiled for an entire month... He had such a big heart...,Tobías estuvo sonriendo un mes entero... Él tenía un gran corazón…,,,,,,
GRANDPA_01_A_Q5_003,"She... she was very beautiful, that's for sure","Ella... Ella era muy guapa, de eso no hay duda",,,,,,
GRANDPA_01_A_Q6,Who is Thomas?,¿Quién es Thomas?,,,,,,
GRANDPA_01_A_Q6_001,"Thomas was our neighbor. His father was my neighbor all my life, just as our fathers were before us","Thomas era nuestro vecino. Su padre fue mi vecino toda la vida, igual que lo fueron nuestros padres",,,,,,
GRANDPA_01_A_Q6_002,"Thomas was my son's best friend. They served together, and Thomas saved his life... He literally took a bullet for him","Thomas fue el mejor amigo de mi hijo. Sirvieron juntos, y Thomas le salvó la vida... Literalmente se llevó un balazo por él…",,,,,,
GRANDPA_01_A_Q6_003,"And the bastard survived. He was a tough son of a bitch, he he he...",Y el cabrón sobrevivió. Era un tío duro de cojones,,,,,,
GRANDPA_01_A_Q6_004,He lost his father when he was a kid,Perdió a su padre cuando era un chaval…,,,,,,
GRANDPA_01_A_Q6_005,"My son and he grew up together. In the woods, at the lake, in our living room...","Mi hijo y él se criaron juntos. En el bosque, en el lago, en nuestro salón...",,,,,,
GRANDPA_01_A_Q6_006,He was a good man... That's why they named Tomy after him,Era un buen hombre... Por eso le pusieron a Tomy su nombre,,,,,,
GRANDPA_01_A_Q6_007,But since all that happened...,Pero desde que pasó todo aquello…,,,,,,
GRANDPA_01_A_Q7,What happened to all of you?,¿Qué fue lo que les pasó?,,,,,,
GRANDPA_01_A_Q7_001,...,…,,,,,,
GRANDPA_01_A_Q7_002,"I wasn't there, you know?","Yo no estuve, ¿sabes?",,,,,,
GRANDPA_01_A_Q7_003,I wasn't there for them...,No estuve para ellos…,,,,,,
